         100  0.95341867683528359        5.0422108770085246E-002
         200  0.95717209368466305        3.5540889589868854E-002
         300  0.95675465695881101        2.9078692036590328E-002
         400  0.95741278208335079        2.4086981429471289E-002
         500  0.95709238933200469        2.0830825997636106E-002
         600  0.95608816044911715        1.8444670588788389E-002
         700  0.95655287283798029        1.6963997671868718E-002
         800  0.95641622615199973        1.6411528259068026E-002
         900  0.95622038815687971        1.5029324051306272E-002
        1000  0.95610631939913104        1.3778479338922745E-002
        2000  0.95518402307875794        1.1233255758282473E-002
        3000  0.95480886922387387        8.0571107514199655E-003
        4000  0.95491725214054013        6.6825568590081529E-003
        5000  0.95494767828960303        5.7222182934595677E-003
        6000  0.95453551141436510        5.6994773183108886E-003
        7000  0.95468793668338126        5.5526632982502580E-003
        8000  0.95445475794327450        5.0876915022679530E-003
        9000  0.95452222829068167        4.6471090009655922E-003
       10000  0.95470576154790021        4.4948621060449953E-003
       20000  0.95469764169272853        3.2609640514957320E-003
       30000  0.95493055410701388        2.6454641100686436E-003
       40000  0.95470307342468075        2.3993547311542095E-003
       50000  0.95467957834987127        2.0909088504985555E-003
       60000  0.95462834880704139        1.8411437181359181E-003
       70000  0.95462434072627711        1.7612030595227108E-003
       80000  0.95460925512385908        1.6242621212781809E-003
       90000  0.95465779202807965        1.5180120761344893E-003
      100000  0.95458587994585475        1.4931278187770732E-003
      200000  0.95452533787587401        1.1121654910738934E-003

         100   1.0327427669314448       0.20380511620769756     
         200   1.0273186449352363       0.18001796642144652     
         300   1.0264527062378506       0.15061953744005405     
         400   1.0204433637238022       0.12779488864654232     
         500   1.0123782087064306       0.10601256966359988     
         600   1.0077337440103278        9.5794157716693654E-002
         700   1.0076648333995506        8.4678490570197038E-002
         800   1.0054642920578187        8.1243525312330839E-002
         900   1.0075480127491252        7.2948150173585108E-002
        1000   1.0089924315861205        6.8947224999870688E-002
        2000   1.0064069414497179        5.0127627131448277E-002
        3000   1.0034941031790654        3.9461018753294920E-002
        4000   1.0029097599558747        3.5412133440349686E-002
        5000   1.0040316097203121        3.1631672514293593E-002
        6000   1.0032382902489554        2.9883506102240893E-002
        7000   1.0035965825275228        2.7761791247936530E-002
        8000   1.0029757021878294        2.5916050970947766E-002
        9000   1.0027856784610314        2.4771514439960767E-002
       10000   1.0026935622141813        2.3669455266360707E-002
       20000   1.0017403714597193        1.6434777348182779E-002
       30000   1.0029201434901680        1.2522309922163487E-002
       40000   1.0012030529081191        1.1121473553868513E-002
       50000   1.0010197315448237        9.1042096170173819E-003
       60000   1.0014201410083943        8.6520391940958525E-003
       70000   1.0012862194639434        8.0745576656510078E-003
       80000   1.0011918464161029        7.5194230466258801E-003
       90000   1.0013926316999235        7.1549917288779696E-003
      100000   1.0011067112381407        6.9148345429044435E-003
      200000   1.0005065741454566        5.0735818940734990E-003

         100  0.82333169156899544       0.68906080529232139     
         200  0.94715912088576859       0.49711268121785829     
         300  0.97145278358904763       0.42183006866989864     
         400  0.98360324804613664       0.38092278919036882     
         500  0.97793955589081760       0.30724569812748681     
         600  0.96716441356643668       0.29439088718794221     
         700  0.97401606870409185       0.27576099443939239     
         800  0.96778204351232489       0.25227759616406364     
         900  0.97535333821666814       0.24386301388976039     
        1000  0.98331291843999669       0.22803471384500337     
        2000   1.0011006113060774       0.15764448043183951     
