          10  0.81600000000000006       0.11892854997854804        4.5113008964151851       0.49410303464371180     
          20  0.80700000000000005        8.5445889310135942E-002   4.3463396116721169       0.33717840532981053     
          30  0.80933333333333324        7.2123351126925472E-002   4.2608813122541376       0.27809376419568255     
          40  0.80225000000000046        6.1552315147360655E-002   4.2259416425234528       0.23944269520100417     
          50  0.79659999999999997        5.5932459270087526E-002   4.2374319324096845       0.21264858178434787     
          60  0.79599999999999949        5.1051172584204413E-002   4.2408926269395879       0.20536645582429489     
          70  0.79557142857142882        4.8642594922725158E-002   4.2356305726403285       0.18715088171067837     
          80  0.79387500000000022        4.6216034825588406E-002   4.2274251251671249       0.17692051042229459     
          90  0.79200000000000026        4.4112090669224439E-002   4.2321832696468178       0.17641787942737838     
         100  0.79110000000000003        3.9796859172552788E-002   4.2239709113351021       0.16433508279544828     
         200  0.78644999999999998        2.7076696622741842E-002   4.2051563063049828       0.11495265019601310     
         300  0.78669999999999973        2.1992397676368878E-002   4.2017211296882788        8.9298370409457040E-002
         400  0.78504999999999980        1.9665896877589899E-002   4.1923790039799673        7.9180176755725737E-002
         500  0.78504000000000063        1.7051639217389041E-002   4.1973947474831981        6.8991430747231103E-002
         600  0.78691666666666615        1.5024748102898618E-002   4.1952000216014227        6.1419842466882535E-002
         700  0.78669999999999984        1.3529551933090913E-002   4.1975203103361842        5.4702349036012510E-002
         800  0.78597499999999987        1.3644573097022859E-002   4.1938586843698662        5.0744229145323332E-002
         900  0.78523333333333345        1.2679618134998499E-002   4.1917299331438782        4.7847741984229482E-002
        1000  0.78487999999999980        1.1865310783961804E-002   4.1922544889678486        4.5720453777287007E-002
        2000  0.78467500000000034        8.7978335401393062E-003   4.1894236802898286        3.3162474597336261E-002
        3000  0.78491000000000011        7.8751162248918948E-003   4.1894950098504342        2.8604310433984127E-002
        4000  0.78505250000000004        6.8950430564282865E-003   4.1904527042441408        2.4621697709347537E-002
        5000  0.78499400000000008        6.1864661964646630E-003   4.1910548597539750        2.3466035404363279E-002
        6000  0.78495666666666641        5.5855776583785613E-003   4.1905572001972349        2.1642978462467946E-002
        7000  0.78498857142857159        5.5467100011389412E-003   4.1914198691144824        1.8130005906568054E-002
        8000  0.78529999999999978        5.0109879265470151E-003   4.1906973408895434        1.7151710697170704E-002
        9000  0.78531222222222230        4.8234431378117865E-003   4.1907197664395177        1.6568303194959656E-002
       10000  0.78538299999999994        4.4900791752484686E-003   4.1907995783714611        1.6078803835623094E-002
