         100  0.83545181745573671       0.78854733572153601       0.74212757016740849        2.1526889383833785E-002
         200  0.82122686009392032       0.78639795362449560       0.74572997111959893        1.3898448115649449E-002
         300  0.80816565072507818       0.78519870171439099       0.74741403846126242        1.2203336782100027E-002
         400  0.81328605663932618       0.78468237334557944       0.75944364338516468        1.1344685456278512E-002
         500  0.80762398437797389       0.78574219760101438       0.76468254418015169        1.0224689641136753E-002
         600  0.81179044694464597       0.78538719611232000       0.76588377714846256        1.0019590230755313E-002
         700  0.80810603025215322       0.78510891628872859       0.76603570693276202        8.9257646451392260E-003
         800  0.80795539383703829       0.78475726239011945       0.76307418697298735        8.8581477369675844E-003
         900  0.80497364776414071       0.78432007259333081       0.76442079894331760        8.6374381731422843E-003
        1000  0.80484074633801839       0.78462014156881166       0.76778055704641790        7.8704993614172949E-003
        1100  0.80110005807951457       0.78442642204608193       0.76669574914599881        7.5430581843307070E-003
        1200  0.80180483009563563       0.78449954184777115       0.76717051982576345        7.3952747448671023E-003
        1300  0.79979951098646729       0.78437939752749020       0.76917290915814118        7.0485506723092948E-003
        1400  0.79900816158784271       0.78447381629385571       0.76908859844612298        6.3583375411008216E-003
        1500  0.79663608734711255       0.78446912622769749       0.76945095064784319        6.2354808787862797E-003
        1600  0.79606092771683590       0.78439571540885722       0.77170294530327399        5.9637178530493008E-003
        1700  0.79590802367003921       0.78446610279293372       0.77138706681625691        5.6972936274029178E-003
        1800  0.79548421968444571       0.78455199854488256       0.77210608648110046        5.4774980833576263E-003
        1900  0.79698506962683624       0.78478928862818909       0.77257235232129928        5.3727087730221727E-003
        2000  0.79678722535721624       0.78489918540632830       0.77250090329865484        5.2013471681504877E-003
        2100  0.79466454736475978       0.78485480687494502       0.77338711224621537        5.0213998301835696E-003
        2200  0.79504332326136062       0.78477666677288138       0.77440636084832759        5.0040835332830153E-003
        2300  0.79605661879382195       0.78489531393427181       0.77444845505978832        4.8880291666644413E-003
        2400  0.79495635439671375       0.78487135000897357       0.77539922069204792        4.7475463201022911E-003
        2500  0.79515069143887940       0.78506277795311374       0.77512131632937831        4.7314353115142276E-003
        2600  0.79473057489152832       0.78500374811916762       0.77568690359619097        4.6300861426595719E-003
        2700  0.79464233280100260       0.78491701131065850       0.77620141248877983        4.3924404817062279E-003
        2800  0.79488859484146657       0.78491701583998397       0.77668713092450747        4.2018750333350325E-003
        2900  0.79460033183789591       0.78482443962687332       0.77566856931008099        4.2172874566812277E-003
        3000  0.79411422956491939       0.78497088482020072       0.77559771913939601        4.1771996851146390E-003
        3100  0.79503457737035443       0.78489019909327351       0.77574027524200007        4.1556840661434559E-003
        3200  0.79476900206750101       0.78493058015945760       0.77550303021269584        4.1402489290196165E-003
        3300  0.79456580737982274       0.78500209521497932       0.77478851763707246        4.1761236099034701E-003
        3400  0.79484461169349285       0.78500908047170681       0.77513369313111846        4.1484447132611067E-003
        3500  0.79507348708123604       0.78504215347131923       0.77465096781256715        4.0206536464620132E-003
        3600  0.79491620653929340       0.78512048334617457       0.77598872896403170        3.9126271435466287E-003
